,furnishing,parking,bath,price,size,loc,sqft
3081,Unfurnished,2,3,40500000,3,Borivali Mumbai,1220
3082,Unfurnished,1,3,30000000,3,Borivali Mumbai,931
3084,Unfurnished,1,2,10000000,1,Borivali Mumbai,418
3085,Unfurnished,1,2,28500000,2,Borivali Mumbai,750
3086,Semi-Furnished,1,2,21000000,2,Borivali Mumbai,700
3087,Unfurnished,1,2,8840000,1,Borivali Mumbai,342
3088,Unfurnished,2,2,23700000,2,Borivali Mumbai,769
3089,Unfurnished,1,2,25000000,2,Borivali Mumbai,860
3090,Unfurnished,1,1,12400000,1,Borivali Mumbai,380
3091,Semi-Furnished,1,2,10800000,1,Borivali Mumbai,430
3092,Unfurnished,1,3,28500000,3,Borivali Mumbai,926
3093,Unfurnished,2,3,44600000,3,Borivali Mumbai,1073
3094,Semi-Furnished,1,2,27500000,2,Borivali Mumbai,780
3095,Furnished,1,2,31000000,3,Borivali Mumbai,1045
3096,Semi-Furnished,1,3,26000000,3,Borivali Mumbai,900
3097,Unfurnished,1,2,16300000,2,Borivali Mumbai,663
3098,Unfurnished,1,3,23500000,3,Borivali Mumbai,767
3099,Unfurnished,2,3,35500000,3,Borivali Mumbai,1042
3100,Unfurnished,1,3,29600000,3,Borivali Mumbai,1098
3101,Unfurnished,1,2,10500000,1,Borivali Mumbai,418
3102,Unfurnished,1,2,20000000,2,Borivali Mumbai,690
3103,Semi-Furnished,1,2,16000000,2,Borivali Mumbai,650
3104,Unfurnished,1,2,18500000,2,Borivali Mumbai,668
3105,Unfurnished,1,2,16000000,2,Borivali Mumbai,680
3106,Unfurnished,1,2,17600000,2,Borivali Mumbai,642
3107,Unfurnished,1,2,16900000,2,Borivali Mumbai,639
3108,Unfurnished,2,3,40000000,3,Borivali Mumbai,1073
3109,Unfurnished,1,2,17200000,2,Borivali Mumbai,618
3110,Unfurnished,1,2,11500000,2,Borivali Mumbai,501
3111,Unfurnished,1,2,12500000,1,Borivali Mumbai,500
3112,Unfurnished,1,2,23500000,2,Borivali Mumbai,750
3113,Unfurnished,2,3,40000000,3,Borivali Mumbai,1100
3114,Unfurnished,1,3,38000000,3,Borivali Mumbai,1034
3115,Unfurnished,1,2,17000000,2,Borivali Mumbai,712
3116,Semi-Furnished,1,2,16300000,2,Borivali Mumbai,700
3117,Unfurnished,2,3,22200000,3,Borivali Mumbai,900
3118,Unfurnished,1,2,16900000,2,Borivali Mumbai,639
3119,Unfurnished,1,3,44000000,3,Borivali Mumbai,1201
3120,Semi-Furnished,1,3,39000000,3,Borivali Mumbai,1039
3121,Unfurnished,1,2,18000000,2,Borivali Mumbai,703
3122,Semi-Furnished,1,2,9000000,1,Borivali Mumbai,410
3123,Unfurnished,1,2,13000000,2,Borivali Mumbai,619
3124,Unfurnished,1,2,8910000,1,Borivali Mumbai,405
3125,Unfurnished,1,2,17000000,2,Borivali Mumbai,581
3126,Unfurnished,1,3,34500000,3,Borivali Mumbai,1213
3127,Unfurnished,1,2,18000000,2,Borivali Mumbai,640
3128,Unfurnished,1,2,11800000,1,Borivali Mumbai,420
3130,Unfurnished,1,2,15000000,2,Borivali Mumbai,650
3131,Unfurnished,1,3,35500000,3,Borivali Mumbai,1315
3132,Unfurnished,2,3,40000000,3,Borivali Mumbai,1034
3133,Unfurnished,2,3,37000000,3,Borivali Mumbai,1314
3134,Unfurnished,1,2,22500000,2,Borivali Mumbai,717
3135,Unfurnished,1,2,17800000,2,Borivali Mumbai,618
3136,Unfurnished,1,2,23500000,2,Borivali Mumbai,689
3137,Unfurnished,1,2,22000000,2,Borivali Mumbai,679
3138,Unfurnished,1,2,21000000,2,Borivali Mumbai,640
3139,Furnished,1,2,10200000,1,Borivali Mumbai,420
3140,Unfurnished,1,2,17000000,2,Borivali Mumbai,630
3142,Unfurnished,2,3,38000000,3,Borivali Mumbai,1156
3143,Unfurnished,2,3,36000000,3,Borivali Mumbai,1841
3144,Furnished,1,2,9000000,1,Borivali Mumbai,410
3145,Unfurnished,1,2,16000000,2,Borivali Mumbai,685
3146,Semi-Furnished,1,3,13900000,2,Borivali Mumbai,640
3147,Unfurnished,1,2,18000000,2,Borivali Mumbai,650
3148,Unfurnished,1,1,12500000,1,Borivali Mumbai,410
3151,Unfurnished,1,2,15500000,2,Borivali Mumbai,545
3152,Semi-Furnished,1,4,50000000,3,Borivali Mumbai,1300
3153,Unfurnished,1,3,35000000,3,Borivali Mumbai,1100
3154,Unfurnished,1,2,9500000,2,Borivali Mumbai,481
3155,Unfurnished,1,2,18500000,2,Borivali Mumbai,664
3157,Semi-Furnished,1,3,22500000,3,Borivali Mumbai,900
3158,Unfurnished,1,1,32400000,3,Borivali Mumbai,1016
3159,Unfurnished,1,2,13500000,2,Borivali Mumbai,496
3160,Furnished,1,2,11000000,1,Borivali Mumbai,465
3161,Unfurnished,1,2,17500000,2,Borivali Mumbai,615
3162,Unfurnished,1,2,11500000,1,Borivali Mumbai,432
3163,Unfurnished,1,3,31500000,3,Borivali Mumbai,1050
3164,Unfurnished,1,1,9700000,1,Borivali Mumbai,440
3165,Unfurnished,1,2,11800000,1,Borivali Mumbai,368
3166,Semi-Furnished,1,2,10000000,2,Borivali Mumbai,720
3167,Unfurnished,1,3,42000000,3,Borivali Mumbai,1150
3168,Unfurnished,1,1,7500000,1,Borivali Mumbai,720
3169,Furnished,1,3,50500000,4,Borivali Mumbai,1359
3170,Unfurnished,2,3,23100000,3,Borivali Mumbai,965
3171,Unfurnished,1,2,28000000,2,Borivali Mumbai,779
3172,Unfurnished,1,3,35100000,3,Borivali Mumbai,1320
3173,Unfurnished,1,2,17500000,2,Borivali Mumbai,700
3174,Unfurnished,1,2,12500000,1,Borivali Mumbai,435
3175,Unfurnished,2,3,38500000,3,Borivali Mumbai,1073
3176,Unfurnished,1,2,16900000,2,Borivali Mumbai,639
3177,Unfurnished,1,2,24000000,2,Borivali Mumbai,750
3178,Unfurnished,2,3,40000000,3,Borivali Mumbai,720
3179,Semi-Furnished,1,2,14500000,2,Borivali Mumbai,462
3180,Unfurnished,1,3,38500000,3,Borivali Mumbai,1073
3181,Furnished,1,3,31000000,3,Borivali Mumbai,995
3184,Unfurnished,2,3,39500000,3,Borivali Mumbai,1034
3185,Unfurnished,1,1,13000000,1,Borivali Mumbai,435
3186,Unfurnished,1,2,15900000,2,Borivali Mumbai,600
3187,Furnished,1,2,18500000,2,Borivali Mumbai,650
3188,Unfurnished,3,4,67000000,4,Borivali Mumbai,1346
3189,Unfurnished,1,2,16500000,2,Borivali Mumbai,750
3190,Unfurnished,1,2,18000000,2,Borivali Mumbai,920
3191,Furnished,1,2,18000000,2,Borivali Mumbai,675
3192,Unfurnished,1,2,13400000,2,Borivali Mumbai,639
3193,Unfurnished,2,3,35000000,3,Borivali Mumbai,1265
3194,Unfurnished,1,2,5700000,1,Borivali Mumbai,415
3195,Unfurnished,1,1,10000000,1,Borivali Mumbai,398
3196,Semi-Furnished,1,2,17500000,2,Borivali Mumbai,700
3197,Unfurnished,2,3,40000000,3,Borivali Mumbai,1170
3198,Unfurnished,1,2,24000000,2,Borivali Mumbai,755
3199,Unfurnished,1,2,21500000,2,Borivali Mumbai,790
3200,Unfurnished,1,1,9000000,1,Borivali Mumbai,410
3201,Furnished,1,2,29000000,3,Borivali Mumbai,1052
3202,Unfurnished,3,4,46000000,4,Borivali Mumbai,1789
3203,Semi-Furnished,1,2,16100000,2,Borivali Mumbai,650
3205,Unfurnished,1,2,14000000,2,Borivali Mumbai,500
3207,Unfurnished,1,2,12500000,1,Borivali Mumbai,440
3208,Semi-Furnished,1,2,18500000,2,Borivali Mumbai,728
3209,Unfurnished,1,2,11500000,2,Borivali Mumbai,535
3210,Unfurnished,1,3,22500000,3,Borivali Mumbai,795
3211,Semi-Furnished,1,2,18500000,2,Borivali Mumbai,690
3212,Unfurnished,1,4,38500000,4,Borivali Mumbai,1350
3213,Unfurnished,1,2,15500000,2,Borivali Mumbai,600
3214,Unfurnished,2,3,43000000,3,Borivali Mumbai,1073
