,furnishing,parking,bath,price,size,loc,sqft
7855,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7856,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7857,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7858,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7859,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7860,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7861,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7862,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7863,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7864,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7865,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7866,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7867,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7868,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7869,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7870,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7871,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7872,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7873,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7874,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7875,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7876,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7877,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7878,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7879,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7880,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7881,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7882,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7883,Furnished,1,2,15000000,2,Kandivali East Mumbai,720
7884,Furnished,1,3,28000000,3,Kandivali East Mumbai,720
7885,Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
7886,Furnished,1,2,8000000,1,Kandivali East Mumbai,392
7887,Furnished,1,2,20500000,3,Kandivali East Mumbai,850
7888,Furnished,1,2,33600000,2,Khar Mumbai,870
7889,Unfurnished,2,4,71800000,3,Khar Mumbai,1890
7890,Semi-Furnished,1,1,4500000,1,Khar Mumbai,440
7891,Unfurnished,1,2,29500000,2,Khar Mumbai,700
7892,Furnished,1,3,67500000,2,Khar Mumbai,1140
7895,Furnished,3,1,19500000,1,Khar Mumbai,720
7896,Unfurnished,1,2,32500000,2,Khar Mumbai,720
7897,Furnished,1,2,27500000,2,Khar Mumbai,700
7898,Unfurnished,1,2,45000000,2,Khar Mumbai,710
7901,Unfurnished,1,2,28000000,2,Khar Mumbai,600
7902,Furnished,1,3,51000000,3,Khar Mumbai,922
7903,Unfurnished,2,3,46600000,3,Khar Mumbai,1243
7905,Semi-Furnished,1,2,65000000,3,Khar Mumbai,1950
7906,Unfurnished,1,2,45000000,3,Khar Mumbai,924
7908,Furnished,3,4,65000000,4,Khar Mumbai,1316
7910,Unfurnished,1,2,71500000,3,Khar Mumbai,1155
7911,Unfurnished,1,1,2200000,1,Khar Mumbai,720
7912,Unfurnished,1,2,4200000,4,Khar Mumbai,750
7913,Semi-Furnished,1,1,14500000,1,Khar Mumbai,630
7914,Semi-Furnished,1,2,30000000,2,Khar Mumbai,720
7915,Furnished,1,2,34500000,2,Khar Mumbai,1080
7916,Semi-Furnished,1,3,55000000,2,Khar Mumbai,888
7917,Semi-Furnished,1,3,49500000,3,Khar Mumbai,923
7918,Unfurnished,1,3,49500000,3,Khar Mumbai,923
7919,Furnished,1,2,49500000,2,Khar Mumbai,995
7920,Furnished,1,3,40000000,2,Khar Mumbai,750
7921,Unfurnished,1,2,22500000,1,Khar Mumbai,490
7922,Furnished,1,1,30000000,1,Khar Mumbai,600
7923,Furnished,2,2,70000000,4,Khar Mumbai,1950
7924,Unfurnished,1,2,35000000,3,Khar Mumbai,900
7926,Semi-Furnished,1,2,34500000,3,Khar Mumbai,800
7928,Unfurnished,1,2,37900000,2,Khar Mumbai,860
7929,Furnished,1,1,11000000,2,Khar Mumbai,490
7930,Furnished,1,2,35000000,2,Khar Mumbai,600
7931,Unfurnished,1,1,4500000,1,Khar Mumbai,720
7933,Unfurnished,1,2,28000000,1,Khar Mumbai,500
7934,Unfurnished,1,2,25000000,2,Khar Mumbai,850
7935,Furnished,1,3,70000000,4,Khar Mumbai,1550
7937,Semi-Furnished,2,3,56900000,3,Khar Mumbai,1084
7938,Furnished,1,3,60000000,3,Khar Mumbai,1329
7940,Unfurnished,1,2,45000000,2,Khar Mumbai,865
7941,Semi-Furnished,2,3,51100000,3,Khar Mumbai,720
7943,Unfurnished,2,3,65000000,3,Khar Mumbai,1000
7945,Semi-Furnished,1,2,58500000,2,Khar Mumbai,800
7947,Unfurnished,1,2,60000000,2,Khar Mumbai,844
7950,Furnished,1,3,60000000,3,Khar Mumbai,1500
7951,Furnished,1,3,53100000,3,Khar Mumbai,1218
7953,Unfurnished,1,3,65000000,3,Khar Mumbai,1100
7956,Furnished,1,2,43000000,2,Khar Mumbai,735
7957,Semi-Furnished,1,2,58500000,3,Khar Mumbai,1200
7959,Semi-Furnished,1,3,47000000,2,Khar Mumbai,885
7960,Semi-Furnished,1,2,38500000,2,Khar Mumbai,805
7961,Furnished,1,3,39900000,3,Khar Mumbai,720
7962,Semi-Furnished,1,2,29000000,2,Khar Mumbai,640
7963,Semi-Furnished,1,1,20000000,1,Khar Mumbai,460
7964,Furnished,1,2,32500000,2,Khar Mumbai,800
7965,Furnished,1,4,67000000,3,Khar Mumbai,1300
7967,Unfurnished,2,3,67500000,3,Khar Mumbai,1230
7968,Furnished,1,2,19000000,3,Khar Mumbai,1570
7969,Unfurnished,1,2,60000000,2,Khar Mumbai,844
7971,Semi-Furnished,2,3,65000000,2,Khar Mumbai,888
7975,Semi-Furnished,1,2,43000000,2,Khar Mumbai,730
7977,Unfurnished,1,2,47500000,2,Khar Mumbai,885
7980,Semi-Furnished,1,2,35000000,2,Khar Mumbai,750
7981,Unfurnished,1,2,33700000,2,Khar Mumbai,749
7983,Semi-Furnished,1,2,35000000,2,Khar Mumbai,720
7984,Unfurnished,2,3,50000000,3,Khar Mumbai,923
7985,Semi-Furnished,1,2,36000000,2,Khar Mumbai,700
7987,Furnished,1,2,32500000,1,Khar Mumbai,600
7988,Semi-Furnished,1,3,55000000,3,Khar Mumbai,1095
7990,Semi-Furnished,2,3,59500000,3,Khar Mumbai,1130
7991,Semi-Furnished,1,3,52500000,3,Khar Mumbai,1000
7993,Unfurnished,1,3,49500000,3,Khar Mumbai,923
7994,Semi-Furnished,1,1,13500000,1,Khar Mumbai,370
7995,Unfurnished,1,2,32500000,2,Khar Mumbai,650
7996,Unfurnished,2,3,70000000,3,Khar Mumbai,1500
7997,Unfurnished,1,3,45000000,3,Khar Mumbai,900
7998,Semi-Furnished,1,3,62500000,3,Khar Mumbai,1050
7999,Furnished,1,3,60000000,3,Khar Mumbai,1200
8000,Semi-Furnished,2,3,45000000,3,Khar Mumbai,1170
8001,Furnished,1,1,12500000,1,Khar Mumbai,350
8003,Unfurnished,1,1,2600000,1,Khar Mumbai,720
8005,Furnished,1,3,35000000,2,Khar Mumbai,845
8007,Furnished,1,2,45000000,2,Khar Mumbai,720
8008,Semi-Furnished,1,2,49500000,2,Khar Mumbai,754
8009,Furnished,1,2,17500000,2,Khar Mumbai,720
8011,Furnished,1,2,25000000,1,Khar Mumbai,720
8012,Semi-Furnished,1,1,16000000,1,Khar Mumbai,720
8014,Furnished,1,1,12500000,1,Khar Mumbai,720
8018,Unfurnished,1,2,34000000,2,Khar Mumbai,720
8020,Furnished,1,2,25000000,2,Khar Mumbai,720
8021,Furnished,1,3,42500000,2,Khar Mumbai,720
8023,Furnished,1,3,28653823,3,Khar Mumbai,720
8024,Unfurnished,1,1,28653823,1,Khar Mumbai,720
8026,Unfurnished,1,3,28653823,2,Khar Mumbai,688
8027,Semi-Furnished,1,2,28653823,2,Khar Mumbai,800
8028,Semi-Furnished,1,1,28653823,1,Khar Mumbai,430
8029,Unfurnished,1,2,28653823,2,Khar Mumbai,720
8030,Unfurnished,1,1,28653823,1,Khar Mumbai,720
8031,Unfurnished,1,1,28653823,1,Khar Mumbai,720
8032,Semi-Furnished,1,2,28653823,2,Khar Mumbai,720
8033,Unfurnished,1,1,28653823,1,Khar Mumbai,720
8035,Unfurnished,1,3,28653823,2,Khar Mumbai,520
8040,Furnished,1,1,28653823,1,Khar Mumbai,400
8042,Furnished,1,2,25000000,2,Khar Mumbai,630
8044,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8045,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8046,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8047,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8048,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8049,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8050,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8051,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8057,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8058,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8059,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8061,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8063,Furnished,1,3,44900000,3,Khar Mumbai,1000
8064,Furnished,1,3,39500000,2,Khar Mumbai,800
8065,Furnished,2,3,50000000,3,Khar Mumbai,1200
8067,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8069,Furnished,1,2,25000000,2,Khar Mumbai,630
8071,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8072,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8073,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8074,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8075,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8076,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8077,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8078,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8084,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8085,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8086,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8088,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8090,Furnished,1,3,44900000,3,Khar Mumbai,1000
8091,Furnished,1,3,39500000,2,Khar Mumbai,800
8092,Furnished,2,3,50000000,3,Khar Mumbai,1200
8094,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8097,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8099,Furnished,1,2,25000000,2,Khar Mumbai,630
8101,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8102,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8103,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8104,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8105,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8106,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8107,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8108,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8114,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8115,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8116,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8118,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8120,Furnished,1,3,44900000,3,Khar Mumbai,1000
8121,Furnished,1,3,39500000,2,Khar Mumbai,800
8122,Furnished,2,3,50000000,3,Khar Mumbai,1200
8124,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8127,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8129,Furnished,1,2,25000000,2,Khar Mumbai,630
8131,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8132,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8133,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8134,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8135,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8136,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8137,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8138,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8144,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8145,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8146,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8148,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8150,Furnished,1,3,44900000,3,Khar Mumbai,1000
8151,Furnished,1,3,39500000,2,Khar Mumbai,800
8152,Furnished,2,3,50000000,3,Khar Mumbai,1200
8154,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8157,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8159,Furnished,1,2,25000000,2,Khar Mumbai,630
8161,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8162,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8163,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8164,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8165,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8166,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8167,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8168,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8174,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8175,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8176,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8178,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8180,Furnished,1,3,44900000,3,Khar Mumbai,1000
8181,Furnished,1,3,39500000,2,Khar Mumbai,800
8182,Furnished,2,3,50000000,3,Khar Mumbai,1200
8184,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8187,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8189,Furnished,1,2,25000000,2,Khar Mumbai,630
8191,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8192,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8193,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8194,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8195,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8196,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8197,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8198,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8204,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8205,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8206,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8208,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8210,Furnished,1,3,44900000,3,Khar Mumbai,1000
8211,Furnished,1,3,39500000,2,Khar Mumbai,800
8212,Furnished,2,3,50000000,3,Khar Mumbai,1200
8214,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8217,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8219,Furnished,1,2,25000000,2,Khar Mumbai,630
8221,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8222,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8223,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8224,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8225,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8226,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8227,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8228,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8234,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8235,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8236,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8238,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8240,Furnished,1,3,44900000,3,Khar Mumbai,1000
8241,Furnished,1,3,39500000,2,Khar Mumbai,800
8242,Furnished,2,3,50000000,3,Khar Mumbai,1200
8244,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8247,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8249,Furnished,1,2,25000000,2,Khar Mumbai,630
8251,Unfurnished,1,1,12500000,1,Khar Mumbai,480
8252,Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
8253,Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
8254,Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
8255,Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
8256,Unfurnished,1,3,70000000,3,Khar Mumbai,1519
8257,Unfurnished,1,2,42500000,2,Khar Mumbai,730
8258,Unfurnished,2,3,54000000,3,Khar Mumbai,923
8264,Unfurnished,2,3,47100000,2,Khar Mumbai,885
8265,Unfurnished,1,2,35000000,2,Khar Mumbai,750
8266,Unfurnished,1,2,47100000,2,Khar Mumbai,720
8268,Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
8270,Furnished,1,3,44900000,3,Khar Mumbai,1000
8271,Furnished,1,3,39500000,2,Khar Mumbai,800
8272,Furnished,2,3,50000000,3,Khar Mumbai,1200
8274,Unfurnished,2,2,27500000,2,Khar Mumbai,700
8277,Unfurnished,1,2,22000000,2,Khar Mumbai,500
8279,Furnished,1,2,40000000,3,Juhu Mumbai,720
8280,Furnished,2,2,35000000,2,Juhu Mumbai,800
8282,Semi-Furnished,1,1,13500000,1,Juhu Mumbai,320
8283,Unfurnished,1,3,23500000,3,Juhu Mumbai,1010
8284,Semi-Furnished,1,4,57500000,3,Juhu Mumbai,1118
8285,Unfurnished,1,2,8700000,1,Juhu Mumbai,408
8286,Furnished,1,2,13000000,2,Juhu Mumbai,630
8287,Unfurnished,1,2,18500000,1,Juhu Mumbai,480
8288,Semi-Furnished,1,2,22000000,2,Juhu Mumbai,600
8290,Furnished,1,2,49500000,2,Juhu Mumbai,995
8292,Unfurnished,1,3,49000000,3,Juhu Mumbai,720
8293,Semi-Furnished,1,2,22500000,2,Juhu Mumbai,631
8296,Furnished,1,2,35000000,2,Juhu Mumbai,780
8298,Furnished,1,2,13900000,2,Juhu Mumbai,531
8299,Furnished,2,3,60000000,3,Juhu Mumbai,1180
8300,Furnished,2,3,45000000,4,Juhu Mumbai,1145
8301,Unfurnished,1,2,14100000,2,Juhu Mumbai,610
8305,Unfurnished,1,1,15500000,1,Juhu Mumbai,720
8306,Unfurnished,1,2,47500000,2,Juhu Mumbai,1000
8308,Unfurnished,1,1,13000000,1,Juhu Mumbai,460
8313,Unfurnished,1,2,21000000,2,Juhu Mumbai,640
8314,Unfurnished,1,2,45000000,2,Juhu Mumbai,844
8315,Furnished,1,2,40000000,3,Juhu Mumbai,720
8316,Furnished,1,3,65000000,2,Juhu Mumbai,800
8317,Furnished,1,2,37500000,2,Juhu Mumbai,930
8319,Unfurnished,1,2,40000000,2,Juhu Mumbai,875
8320,Furnished,1,3,45000000,3,Juhu Mumbai,1000
8321,Semi-Furnished,1,2,37500000,2,Juhu Mumbai,900
8322,Unfurnished,1,2,14000000,2,Juhu Mumbai,650
8325,Furnished,1,2,35000000,3,Juhu Mumbai,865
8326,Semi-Furnished,1,2,47500000,2,Juhu Mumbai,785
8327,Unfurnished,1,2,10100000,1,Juhu Mumbai,447
8328,Unfurnished,1,2,8350000,1,Juhu Mumbai,441
8329,Unfurnished,1,2,9700000,1,Juhu Mumbai,441
8331,Unfurnished,1,3,38000000,2,Juhu Mumbai,800
8336,Semi-Furnished,1,2,42000000,2,Juhu Mumbai,780
8338,Unfurnished,1,3,72300000,3,Juhu Mumbai,1126
8339,Unfurnished,1,2,11200000,1,Juhu Mumbai,440
8342,Furnished,1,2,50000000,2,Juhu Mumbai,900
8346,Furnished,1,2,35000000,3,Juhu Mumbai,760
8347,Unfurnished,1,1,30000000,1,Juhu Mumbai,730
8354,Semi-Furnished,1,3,39600000,3,Juhu Mumbai,1100
8357,Unfurnished,2,2,54800000,3,Juhu Mumbai,1500
8358,Semi-Furnished,2,1,13600000,2,Juhu Mumbai,539
8361,Unfurnished,1,2,9800000,1,Juhu Mumbai,439
8362,Semi-Furnished,1,2,35000000,2,Juhu Mumbai,720
8363,Semi-Furnished,1,2,47500000,2,Juhu Mumbai,900
8371,Furnished,2,3,60000000,3,Juhu Mumbai,1300
8372,Semi-Furnished,1,3,65000000,3,Juhu Mumbai,1250
8374,Semi-Furnished,1,2,9700000,1,Juhu Mumbai,415
8380,Semi-Furnished,1,2,40000000,2,Juhu Mumbai,800
8381,Semi-Furnished,1,3,62500000,3,Juhu Mumbai,1140
8385,Unfurnished,2,3,42500000,3,Juhu Mumbai,1000
8387,Unfurnished,2,3,58700000,3,Juhu Mumbai,1030
8388,Unfurnished,1,1,11100000,1,Juhu Mumbai,439
8390,Semi-Furnished,1,4,65000000,3,Juhu Mumbai,1310
8391,Unfurnished,1,1,8900000,1,Juhu Mumbai,441
8393,Semi-Furnished,1,3,50000000,3,Juhu Mumbai,720
8394,Furnished,1,1,22500000,1,Juhu Mumbai,515
8397,Furnished,2,2,20000000,2,Juhu Mumbai,720
8398,Unfurnished,2,3,70300000,3,Juhu Mumbai,720
8399,Semi-Furnished,1,2,24000000,1,Juhu Mumbai,720
8400,Furnished,1,2,18000000,1,Juhu Mumbai,720
8401,Semi-Furnished,2,2,37000000,2,Juhu Mumbai,720
8402,Unfurnished,1,2,35000000,2,Juhu Mumbai,720
8403,Unfurnished,1,2,2000000,2,Juhu Mumbai,720
8404,Furnished,1,3,65000000,3,Juhu Mumbai,720
8405,Furnished,1,2,16500000,2,Juhu Mumbai,720
8406,Unfurnished,1,3,50000000,3,Juhu Mumbai,720
8407,Unfurnished,1,3,43500000,3,Juhu Mumbai,950
8408,Unfurnished,1,3,67500000,3,Juhu Mumbai,720
8409,Furnished,1,3,52500000,3,Juhu Mumbai,720
8412,Furnished,1,1,8400000,1,Juhu Mumbai,325
8413,Semi-Furnished,1,3,60000000,3,Juhu Mumbai,720
8416,Unfurnished,1,2,28000000,1,Juhu Mumbai,720
8417,Unfurnished,1,1,20000000,2,Juhu Mumbai,720
8418,Furnished,1,2,25000000,1,Juhu Mumbai,720
8422,Unfurnished,1,3,53200000,3,Juhu Mumbai,720
8424,Semi-Furnished,1,1,6060000,1,Juhu Mumbai,560
8425,Unfurnished,1,1,28653823,1,Juhu Mumbai,720
8426,Semi-Furnished,1,1,28653823,1,Juhu Mumbai,350
8427,Furnished,1,2,28653823,2,Juhu Mumbai,580
8428,Semi-Furnished,1,2,28653823,2,Juhu Mumbai,750
8430,Furnished,1,2,28653823,2,Juhu Mumbai,630
8431,Unfurnished,1,2,28653823,1,Juhu Mumbai,720
8438,Furnished,1,2,45000000,3,Juhu Mumbai,720
8442,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8443,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8444,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8446,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8447,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8448,Furnished,1,2,10500000,2,Juhu Mumbai,526
8450,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8452,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8454,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8457,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
8462,Furnished,1,2,45000000,3,Juhu Mumbai,720
8466,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8467,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8468,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8470,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8471,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8472,Furnished,1,2,10500000,2,Juhu Mumbai,526
8474,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8476,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8478,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8481,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
8485,Unfurnished,1,3,34000000,3,Juhu Mumbai,1000
8487,Semi-Furnished,1,3,50000000,3,Juhu Mumbai,720
8492,Furnished,1,2,45000000,3,Juhu Mumbai,720
8496,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8497,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8498,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8500,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8501,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8502,Furnished,1,2,10500000,2,Juhu Mumbai,526
8504,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8506,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8508,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8511,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
8515,Unfurnished,1,3,34000000,3,Juhu Mumbai,1000
8517,Semi-Furnished,1,3,50000000,3,Juhu Mumbai,720
8522,Furnished,1,2,45000000,3,Juhu Mumbai,720
8526,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8527,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8528,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8530,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8531,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8532,Furnished,1,2,10500000,2,Juhu Mumbai,526
8534,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8536,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8538,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8541,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
8545,Unfurnished,1,3,34000000,3,Juhu Mumbai,1000
8547,Semi-Furnished,1,3,50000000,3,Juhu Mumbai,720
8552,Furnished,1,2,45000000,3,Juhu Mumbai,720
8556,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8557,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8558,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8560,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8561,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8562,Furnished,1,2,10500000,2,Juhu Mumbai,526
8564,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8566,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8568,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8571,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
8575,Unfurnished,1,3,34000000,3,Juhu Mumbai,1000
8577,Semi-Furnished,1,3,50000000,3,Juhu Mumbai,720
8582,Furnished,1,2,45000000,3,Juhu Mumbai,720
8586,Unfurnished,1,2,7900000,1,Juhu Mumbai,383
8587,Unfurnished,1,2,13000000,2,Juhu Mumbai,534
8588,Semi-Furnished,1,3,45000000,3,Juhu Mumbai,1000
8590,Unfurnished,2,3,67500000,3,Juhu Mumbai,1241
8591,Unfurnished,1,4,67500000,3,Juhu Mumbai,1281
8592,Furnished,1,2,10500000,2,Juhu Mumbai,526
8594,Semi-Furnished,1,3,70000000,3,Juhu Mumbai,1137
8596,Unfurnished,2,3,50000000,3,Juhu Mumbai,1123
8598,Semi-Furnished,1,3,68000000,3,Juhu Mumbai,1216
8601,Unfurnished,1,1,16000000,1,Juhu Mumbai,400
