zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
1155,1 BHK Apartment for Sale in Andheri West Mumbai,269 sqft,Green Diamond,Ready to Move,Resale,Unfurnished,,1,62 Lac 
1156,2 BHK Apartment for Sale in Andheri West Mumbai,550 sqft,Shree Sahjanand Krupa CHS,Ready to Move,Resale,Furnished,,2,2.10 Cr 
1157,Studio Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Furnished,,1,1.20 Cr 
1158,2 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,95 Lac 
1159,2 BHK Apartment for Sale in Andheri West Mumbai,,Heritage,Ready to Move,Resale,Furnished,,2,1.70 Cr 
1160,3 BHK Apartment for Sale in Andheri West Mumbai,,Serenity Complex,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3.75 Cr 
1161,3 BHK Apartment for Sale in Andheri West Mumbai,960 sqft,Oshiwara Basera CHS,Ready to Move,Resale,Semi-Furnished,,3,3 Cr 
1162,2 BHK Apartment for Sale in Andheri West Mumbai,736 sqft,4 Bungalow,Ready to Move,New Property,Furnished,,2,2.79 Cr 
1163,2 BHK House for Sale in Andheri West Mumbai,,Sunny Side Apartment,Ready to Move,Resale,Semi-Furnished,,2,2.59 Cr 
1164,3 BHK Apartment for Sale in Andheri West Mumbai,1200 sqft,Adani Western Heights,Ready to Move,Resale,Furnished,,3,5.80 Cr 
1165,2 BHK Apartment for Sale in Andheri West Mumbai,650 sqft,Shatdal CHS LTD,Ready to Move,Resale,Semi-Furnished,,2,2.90 Cr 
1166,1 BHK Apartment for Sale in Andheri West Mumbai,433 sqft,Shantivan,Ready to Move,Resale,Unfurnished,,1,95 Lac 
1167,3 BHK Apartment for Sale in Andheri West Mumbai,,Lashkaria Empress,Ready to Move,Resale,Unfurnished,,3,3 Cr 
1168,3 BHK Apartment for Sale in Andheri West Mumbai,1550 sqft,Samarth Aangan,Ready to Move,Resale,Furnished,,3,5 Cr 
1169,4 BHK Apartment for Sale in Andheri West Mumbai,1450 sqft,Adani Western Heights,Ready to Move,Resale,Semi-Furnished,2 Covered,4,6.50 Cr 
1170,2 BHK Apartment for Sale in Andheri West Mumbai,820 sqft,Star Ship CHS,Ready to Move,Resale,Furnished,,2,2.35 Cr 
1171,2 BHK Villa for Sale in Andheri West Mumbai,1500 sqft,,Ready to Move,Resale,Unfurnished,,3,4.40 Cr 
1172,2 BHK Apartment for Sale in Andheri West Mumbai,736 sqft,4 Bungalow,ConstructionPoss. by Feb '24,New Property,Furnished,,2,2.79 Cr 
1173,1 BHK Apartment for Sale in Andheri West Mumbai,370 sqft,Veera Heights,Ready to Move,Resale,Unfurnished,,2,1.65 Cr 
1174,1 BHK Apartment for Sale in Andheri West Mumbai,400 sqft,Evershine Park,Ready to Move,Resale,Semi-Furnished,,1,1.35 Cr 
1175,2 BHK Apartment for Sale in Andheri West Mumbai,700 sqft,Mittal Skylark,Ready to Move,Resale,Furnished,1 Open,2,2.50 Cr 
1176,2 BHK Apartment for Sale in Andheri West Mumbai,,Sumukh Heights,Ready to Move,Resale,Unfurnished,,2,1.28 Cr 
1177,1 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Unfurnished,10 Open,1,70 Lac 
1178,1 BHK House for Sale in Andheri West Mumbai,350 sqft,Neelkamal Apartment,Ready to Move,Resale,Unfurnished,,1,1.05 Cr 
1179,3 BHK Apartment for Sale in Andheri West Mumbai,960 sqft,,Ready to Move,Resale,Unfurnished,,3,3.50 Cr 
1180,1 BHK Apartment for Sale in Andheri West Mumbai,230 sqft,,Ready to Move,Resale,Semi-Furnished,,1,60 Lac 
1181,2 BHK Apartment for Sale in Andheri West Mumbai,975 sqft,,Ready to Move,Resale,Unfurnished,,2,3.20 Cr 
1182,2 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,,Ready to Move,New Property,Furnished,,2,1.50 Cr 
1183,2 BHK Apartment for Sale in Andheri West Mumbai,670 sqft,Prathmesh Park,Ready to Move,Resale,Semi-Furnished,,2,1.70 Cr 
1184,2 BHK Apartment for Sale in Andheri West Mumbai,,Pearl Residency,Ready to Move,Resale,Semi-Furnished,,2,2.40 Cr 
1185,1 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Open,1,1.25 Cr 
1186,2 BHK Apartment for Sale in Andheri West Mumbai,,Campaz Landmark,Ready to Move,New Property,Unfurnished,,2,1.85 Cr 
1187,3 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,,Ready to Move,Resale,Semi-Furnished,2 Covered,3,2.90 Cr 
1188,2 BHK Apartment for Sale in Andheri West Mumbai,652 sqft,,Ready to Move,Resale,Semi-Furnished,,2,2 Cr 
1189,1 BHK Apartment for Sale in Andheri West Mumbai,,Varsha Sapna Residency,Ready to Move,New Property,Furnished,,1,75 Lac 
1190,2 BHK Builder Floor for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,1.30 Cr 
1191,3 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Furnished,1 Covered,3,3.80 Cr 
1192,2 BHK Apartment for Sale in Andheri West Mumbai,,Krishna Kaveri Apartment,Ready to Move,Resale,Semi-Furnished,,2,1.40 Cr 
1193,1 BHK Apartment for Sale in Andheri West Mumbai,369 sqft,Meera Co Operative Housing Society,Ready to Move,Resale,Semi-Furnished,,1,55 Lac 
1194,3 BHK Apartment for Sale in Andheri West Mumbai,1050 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,3,4 Cr 
1195,2 BHK Apartment for Sale in Andheri West Mumbai,890 sqft,The Gateway,Ready to Move,New Property,Furnished,,2,3.20 Cr 
1196,2 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2.20 Cr 
1197,4 BHK Apartment for Sale in Andheri West Nagpur,2000 sqft,,Ready to Move,Resale,Semi-Furnished,,4,90 Lac 
1198,3 BHK Apartment for Sale in Andheri West Mumbai,,Sumeru CHS,Ready to Move,Resale,Semi-Furnished,,2,3 Cr 
1199,1 BHK Apartment for Sale in Andheri West Mumbai,,El Signora,Ready to Move,Resale,Unfurnished,,2,1.75 Cr 
1200,2 BHK Apartment for Sale in Andheri West Mumbai,,Rustomjee Elements,Ready to Move,Resale,Unfurnished,1 Covered,2,2.25 Cr 
1201,2 BHK Apartment for Sale in Andheri West Mumbai,,Bhairav Apartment,Ready to Move,Resale,Furnished,,2,2 Cr 
1202,2 BHK Apartment for Sale in Andheri West Mumbai,660 sqft,Bhudargad Co Operative Housing Society,Ready to Move,Resale,Furnished,,2,1.60 Cr 
1203,1 BHK Apartment for Sale in Andheri West Mumbai,,Pacific Towers,Ready to Move,Resale,Unfurnished,,2,1.15 Cr 
1204,2 BHK Apartment for Sale in Andheri West Mumbai,670 sqft,,Ready to Move,Resale,Furnished,1 Open,2,2.25 Cr 
1205,2 BHK Apartment for Sale in Andheri West Mumbai,680 sqft,,Ready to Move,New Property,Furnished,1 Open,2,2.30 Cr 
1206,3 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Royal Classic Co Op Society,Ready to Move,Resale,Semi-Furnished,,3,3.60 Cr 
1207,4 BHK Apartment for Sale in Andheri West Mumbai,1625 sqft,Evershine Cosmic,Ready to Move,Resale,Furnished,1 Covered,4,3.99 Cr 
1208,2 BHK Apartment for Sale in Andheri West Mumbai,,Rajveer Apartment,Ready to Move,Resale,Semi-Furnished,,2,2.10 Cr 
1209,2 BHK House for Sale in Andheri West Mumbai,640 sqft,Rustomjee Elements,Ready to Move,New Property,Semi-Furnished,1 Covered,2,1.98 Cr 
1210,2 BHK Apartment for Sale in Andheri West Mumbai,580 sqft,Platinum Towers,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.01 Cr 
1211,2 BHK Apartment for Sale in Andheri West Mumbai,740 sqft,,Ready to Move,Resale,Semi-Furnished,,2,2 Cr 
1212,1 BHK Builder Floor for Sale in Andheri West Mumbai,400 sqft,,Ready to Move,Resale,Unfurnished,,1,42 Lac 
1213,2 BHK Apartment for Sale in Andheri West Mumbai,850 sqft,Mona Apartments,Ready to Move,Resale,Furnished,,2,2.51 Cr 
1214,2 BHK Apartment for Sale in Andheri West Mumbai,665 sqft,,Ready to Move,Resale,Unfurnished,,2,1.75 Cr 
1215,3 BHK Apartment for Sale in Andheri West Mumbai,890 sqft,Itus,Ready to Move,Resale,Semi-Furnished,,3,3.30 Cr 
1216,2 BHK Apartment for Sale in Andheri West Mumbai,,Sai Krishna kunj,Ready to Move,Resale,Furnished,,2,1.71 Cr 
1217,2 BHK Apartment for Sale in Andheri West Mumbai,887 sqft,Acme Akshay Girikunj,Ready to Move,Resale,Unfurnished,1 Open,2,2.50 Cr 
1218,2 BHK House for Sale in Andheri West Mumbai,790 sqft,,Ready to Move,Resale,Semi-Furnished,2 Open,2,2.15 Cr 
1219,2 BHK Apartment for Sale in Andheri West Mumbai,790 sqft,Tarapore Towers,Ready to Move,Resale,Semi-Furnished,,2,2.70 Cr 
1220,2 BHK House for Sale in Andheri West Mumbai,,Evershine Cosmic,Ready to Move,Resale,Furnished,,2,2.10 Cr 
1221,2 BHK Apartment for Sale in Andheri West Mumbai,600 sqft,Himachal CHS,Ready to Move,Resale,Furnished,,2,1.80 Cr 
1222,2 BHK Apartment for Sale in Andheri West Mumbai,485 sqft,Shree Sai Surya Kiran,Ready to Move,Resale,Semi-Furnished,,2,1.85 Cr 
1223,1 BHK Apartment for Sale in Andheri West Mumbai,500 sqft,Versova View,Ready to Move,Resale,Furnished,,2,1.45 Cr 
1224,3 BHK Apartment for Sale in Andheri West Mumbai,1050 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3.10 Cr 
1225,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Link Garden,Ready to Move,Resale,Semi-Furnished,1 Covered,2,3.45 Cr 
1226,3 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,Brook Hill CHS LTD,Ready to Move,Resale,Unfurnished,,2,5.25 Cr 
1227,2 BHK Builder Floor for Sale in Andheri West Mumbai,800 sqft,,Ready to Move,Resale,Furnished,1 Open,2,2.40 Cr 
1228,3 BHK Apartment for Sale in Andheri West Mumbai,1300 sqft,,Ready to Move,Resale,Semi-Furnished,3 Covered,3,4 Cr 
1229,2 BHK Apartment for Sale in Andheri West Mumbai,720 sqft,Mahesh Tower,Ready to Move,Resale,Semi-Furnished,,2,2.25 Cr 
1230,4 BHK Apartment for Sale in Andheri West Mumbai,2000 sqft,Oberoi Sky Gardens,Ready to Move,Resale,Furnished,,4,12 Cr 
1231,2 BHK Apartment for Sale in Andheri West Mumbai,720 sqft,Marvel Apartment,Ready to Move,Resale,Unfurnished,,2,2.75 Cr 
1232,3 BHK Apartment for Sale in Andheri West Mumbai,760 sqft,Aashna Kamal Dutt CHSL,Ready to Move,New Property,Furnished,,3,2.55 Cr 
1233,2 BHK Apartment for Sale in Andheri West Mumbai,658 sqft,,Ready to Move,Resale,Furnished,1 Covered,2,2.50 Cr 
1234,3 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2.40 Cr 
1235,2 BHK Apartment for Sale in Andheri West Mumbai,740 sqft,Versova Kiran,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
1236,3 BHK Penthouse for Sale in Andheri West Mumbai,1780 sqft,JP Eminence,Ready to Move,Resale,Semi-Furnished,,4,5 Cr 
1237,3 BHK Apartment for Sale in Andheri West Mumbai,1200 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,3,4.14 Cr 
1238,3 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Furnished,,3,3.50 Cr 
1239,1 BHK Apartment for Sale in Andheri West Mumbai,475 sqft,Green Tower,Ready to Move,Resale,Semi-Furnished,"1 Covered,",2,1.50 Cr 
1240,3 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,,Ready to Move,Resale,Unfurnished,1 Open,3,3.15 Cr 
1241,2 BHK Apartment for Sale in Andheri West Mumbai,590 sqft,Pramukh Heights,Ready to Move,Resale,Unfurnished,,2,1.77 Cr 
1242,2 BHK Apartment for Sale in Andheri West Mumbai,550 sqft,,Ready to Move,Resale,Unfurnished,,2,1.90 Cr 
1243,1 BHK Apartment for Sale in Andheri West Mumbai,375 sqft,Varsha Apartments,Ready to Move,Resale,Semi-Furnished,1 Open,2,1 Cr 
1244,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,Evershine Cosmic,Ready to Move,Resale,Semi-Furnished,,3,2.64 Cr 
1245,1 BHK Apartment for Sale in Andheri West Mumbai,,,,Resale,Unfurnished,,2,1.65 Cr 
1246,2 BHK Apartment for Sale in Andheri West Mumbai,450 sqft,Platinum Casa Divine,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.56 Cr 
1247,3 BHK Apartment for Sale in Andheri West Mumbai,,Oshiwara Lokhanwala,Ready to Move,Resale,Furnished,,3,2.85 Cr 
1248,1 BHK Apartment for Sale in Andheri West Mumbai,361 sqft,,Ready to Move,Resale,Unfurnished,,1,1.35 Cr 
1249,4 BHK Apartment for Sale in Andheri West Mumbai,1620 sqft,Acme Akshay Girikunj,Ready to Move,Resale,Furnished,,4,9.50 Cr 
1250,3 BHK Apartment for Sale in Andheri West Mumbai,1188 sqft,Vardhman Grandeur,Ready to Move,Resale,Unfurnished,,4,4.20 Cr 
1251,1 BHK Apartment for Sale in Andheri West Mumbai,380 sqft,,Ready to Move,Resale,Unfurnished,,2,90 Lac 
1252,2 BHK Apartment for Sale in Andheri West Mumbai,725 sqft,Royal Classic Co Op Society,Ready to Move,Resale,Unfurnished,,2,2.42 Cr 
1253,3 BHK Apartment for Sale in Andheri West Mumbai,1020 sqft,,Ready to Move,Resale,Unfurnished,,3,2.95 Cr 
1254,2 BHK Apartment for Sale in Andheri West Mumbai,,New Akash Ganga,Ready to Move,Resale,Furnished,,1,1.40 Cr 
1255,3 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3.75 Cr 
1256,2 BHK Apartment for Sale in Andheri West Mumbai,680 sqft,Pramukh Heights,Ready to Move,Resale,Furnished,,2,1.70 Cr 
1257,2 BHK Apartment for Sale in Andheri West Mumbai,514 sqft,,Ready to Move,Resale,Unfurnished,,2,2 Cr 
1258,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Jawaharban CHS,Ready to Move,New Property,Semi-Furnished,,3,2.75 Cr 
1259,2 BHK Apartment for Sale in Andheri West Mumbai,834 sqft,Hrushikesh Apartment,Ready to Move,Resale,Unfurnished,,2,3 Cr 
1260,1 BHK House for Sale in Andheri West Mumbai,425 sqft,Vahatuk Nagar CHS,Ready to Move,Resale,Semi-Furnished,2 Open,2,97 Lac 
1261,1 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,78 Lac 
1262,5 BHK Penthouse for Sale in Andheri West Mumbai,3800 sqft,,Ready to Move,Resale,Unfurnished,,6,13.50 Cr 
1263,2 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,Neminath Avenue,Ready to Move,Resale,Unfurnished,1 Covered,2,2.50 Cr 
1264,3 BHK Apartment for Sale in Andheri West Mumbai,1210 sqft,,Ready to Move,Resale,Unfurnished,,3,4.50 Cr 
1265,1 BHK Apartment for Sale in Andheri West Mumbai,280 sqft,,Ready to Move,Resale,Unfurnished,,1,80 Lac 
1266,2 BHK Apartment for Sale in Andheri West Mumbai,495 sqft,,Ready to Move,New Property,Unfurnished,2 Covered,2,1.55 Cr 
1267,4 BHK House for Sale in Andheri West Mumbai,2500 sqft,,Ready to Move,Resale,Furnished,3 Covered,5,12.50 Cr 
1268,1 BHK Apartment for Sale in Andheri West Mumbai,350 sqft,Manish Rose,Ready to Move,Resale,Unfurnished,,1,85 Lac 
1269,1 BHK Apartment for Sale in Andheri West Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,1.30 Cr 
1270,2 BHK Apartment for Sale in Andheri West Mumbai,730 sqft,Neminath Avenue,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.22 Cr 
1271,2 BHK Apartment for Sale in Andheri West Mumbai,875 sqft,,Ready to Move,Resale,Furnished,1 Open,2,2.35 Cr 
1272,2 BHK Apartment for Sale in Andheri West Mumbai,750 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,2,2.05 Cr 
1273,3 BHK Apartment for Sale in Andheri West Mumbai,800 sqft,DLH Swapnadeep,Ready to Move,Resale,Semi-Furnished,1 Open,2,3.10 Cr 
1274,1 BHK Apartment for Sale in Andheri West Mumbai,390 sqft,,Ready to Move,Resale,Unfurnished,,2,75 Lac 
1275,2 BHK Apartment for Sale in Andheri West Mumbai,807 sqft,Naman Habitat,ConstructionPoss. by Jun '23,New Property,Unfurnished,1 Covered,2,2.64 Cr 
1276,3 BHK Apartment for Sale in Andheri West Mumbai,1002 sqft,Aqua Residences,Ready to Move,Resale,Unfurnished,1 Covered,3,3.15 Cr 
1277,4 BHK Apartment for Sale in Andheri West Mumbai,1800 sqft,Meghdoot Tower,Ready to Move,Resale,Furnished,"1 Covered,",4,10 Cr 
1278,3 BHK Apartment for Sale in Andheri West Mumbai,1200 sqft,Shiv Shivam,Ready to Move,Resale,Semi-Furnished,2 Covered,3,2.90 Cr 
1279,3 BHK Apartment for Sale in Andheri West Mumbai,1454 sqft,Runwal Elegante,Ready to Move,Resale,Furnished,2 Covered,4,7 Cr 
1280,2 BHK Apartment for Sale in Andheri West Mumbai,564 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,,2,2.55 Cr 
1281,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,Janardan Smruti CHS,Ready to Move,Resale,Furnished,1 Covered,3,3.25 Cr 
1282,2 BHK Apartment for Sale in Andheri West Mumbai,730 sqft,Golden Heights,Ready to Move,Resale,Semi-Furnished,1 Open,2,2.50 Cr 
1283,2 BHK Apartment for Sale in Andheri West Mumbai,750 sqft,Imperial Heights,Ready to Move,Resale,Unfurnished,1 Covered,2,2.50 Cr 
1284,3 BHK Apartment for Sale in Andheri West Mumbai,1350 sqft,Duplex Heights,Ready to Move,Resale,Unfurnished,,3,5 Cr 
1285,4 BHK Apartment for Sale in Andheri West Mumbai,1610 sqft,Adani Western Heights,Ready to Move,Resale,Semi-Furnished,2 Covered,4,6.60 Cr 
1286,3 BHK Apartment for Sale in Andheri West Mumbai,1650 sqft,Tattva Mittal Cove In,Ready to Move,New Property,Semi-Furnished,1 Covered,3,3.60 Cr 
1287,2 BHK Apartment for Sale in Andheri West Mumbai,792 sqft,Elegance,Ready to Move,Resale,Unfurnished,1 Covered,2,2.85 Cr 
1288,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Golden Rays,Ready to Move,Resale,Unfurnished,1 Open,2,3.50 Cr 
1289,4 BHK Apartment for Sale in Andheri West Mumbai,1700 sqft,Raheja Classique,Ready to Move,Resale,Furnished,3 Covered,4,8.50 Cr 
1290,2 BHK Apartment for Sale in Andheri West Mumbai,556 sqft,Chaitanya Anand Lunkhod CHSL,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,2,1.64 Cr 
1291,4 BHK Apartment for Sale in Andheri West Mumbai,1610 sqft,Adani Western Heights,Ready to Move,Resale,Unfurnished,2 Covered,3,6.65 Cr 
1292,2 BHK Apartment for Sale in Andheri West Mumbai,726 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,,2,2.55 Cr 
1293,6 BHK Penthouse for Sale in Andheri West Mumbai,8008 sqft,Windsor Grande Residences,Ready to Move,New Property,Unfurnished,6 Covered,8,51 Cr 
1294,2 BHK Apartment for Sale in Andheri West Mumbai,630 sqft,DLH Mamta,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.35 Cr 
1295,2 BHK Apartment for Sale in Andheri West Mumbai,715 sqft,Winspace Amelio,Ready to Move,Resale,Unfurnished,1 Covered,2,2.35 Cr 
1296,3 BHK Apartment for Sale in Andheri West Mumbai,825 sqft,Midcity Shiv & Shivam,Ready to Move,Resale,Semi-Furnished,1 Covered,3,3 Cr 
1297,3 BHK Apartment for Sale in Andheri West Mumbai,1065 sqft,Gurnani Palms,Ready to Move,Resale,Unfurnished,1 Covered,3,3.10 Cr 
1298,2 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Padmavati Apartment,Ready to Move,Resale,Semi-Furnished,1 Covered,3,2.29 Cr 
1299,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,Runwal Elegante,Ready to Move,New Property,Furnished,1 Covered,3,6.25 Cr 
1300,3 BHK Apartment for Sale in Andheri West Mumbai,970 sqft,Oberoi Springs,Ready to Move,Resale,Semi-Furnished,2 Covered,3,4.45 Cr 
1301,4 BHK Apartment for Sale in Andheri West Mumbai,2650 sqft,Oberoi Sky Gardens,Ready to Move,Resale,Unfurnished,,5,14.85 Cr 
1302,1 BHK Apartment for Sale in Andheri West Mumbai,537 sqft,Silver Springs Apartment,ConstructionPoss. by Dec '24,New Property,Unfurnished,,2,1.50 Cr 
1303,2 BHK Apartment for Sale in Andheri West Mumbai,765 sqft,Platinum Life,Ready to Move,New Property,Unfurnished,1 Covered,2,2.85 Cr 
1304,3 BHK Apartment for Sale in Andheri West Mumbai,1300 sqft,RNA NG Eclat,Ready to Move,Resale,Unfurnished,1 Covered,3,4.20 Cr 
1305,2 BHK Apartment for Sale in Andheri West Mumbai,802 sqft,RNA NG Eclat,Ready to Move,New Property,Semi-Furnished,1 Covered,2,3.25 Cr 
1306,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,The Gateway,Ready to Move,New Property,Unfurnished,2 Covered,3,3.60 Cr 
1307,3 BHK Apartment for Sale in Andheri West Mumbai,1118 sqft,RNA NG Eclat,Ready to Move,New Property,Unfurnished,2 Covered,3,4.60 Cr 
1308,2 BHK Apartment for Sale in Andheri West Mumbai,709 sqft,Winspace Amelio,Ready to Move,New Property,Semi-Furnished,1 Covered,2,2.40 Cr 
1309,3 BHK Apartment for Sale in Andheri West Mumbai,1120 sqft,Sheth 72 West,ConstructionPoss. by Dec '25,New Property,Unfurnished,2 Covered,3,3.42 Cr 
1310,6 BHK Apartment for Sale in Andheri West Mumbai,2500 sqft,Raheja Crest,Ready to Move,Resale,Unfurnished,,5,9 Cr 
1311,4 BHK Apartment for Sale in Andheri West Mumbai,2300 sqft,Transcon Triumph,Ready to Move,Resale,Unfurnished,,4,9.25 Cr 
1312,1 BHK Apartment for Sale in Andheri West Mumbai,340 sqft,The Residency,Ready to Move,New Property,Unfurnished,,1,95 Lac 
1313,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,Suresh Smruti CGHS,Ready to Move,Resale,Semi-Furnished,1 Open,3,2.80 Cr 
1314,2 BHK Apartment for Sale in Andheri West Mumbai,700 sqft,Horizon Apartment,Ready to Move,Resale,Furnished,,2,2.25 Cr 
1315,2 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,Beverly Hills and Royal Empire,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.70 Cr 
1316,1 BHK Apartment for Sale in Andheri West Mumbai,450 sqft,Platinum Height,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,2,1.30 Cr 
1317,4 BHK Apartment for Sale in Andheri West Mumbai,1900 sqft,Supreme 19,Ready to Move,Resale,Furnished,4 Covered,4,10 Cr 
1318,3 BHK Apartment for Sale in Andheri West Mumbai,1022 sqft,Naman Habitat,Ready to Move,New Property,Unfurnished,1 Covered,3,3.40 Cr 
1319,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Adani Western Heights,Ready to Move,Resale,Semi-Furnished,2 Covered,3,4.25 Cr 
1320,2 BHK Apartment for Sale in Andheri West Mumbai,802 sqft,RNA NG Eclat,Ready to Move,New Property,Unfurnished,1 Covered,2,2.80 Cr 
1321,4 BHK Apartment for Sale in Andheri West Mumbai,3330 sqft,Raiaskaran Parthenon,Ready to Move,New Property,Unfurnished,3 Covered,5,15 Cr 
1322,1 BHK Apartment for Sale in Andheri West Mumbai,311 sqft,LEVEL The Residences,Ready to Move,New Property,Unfurnished,1 Covered,1,85 Lac 
1323,3 BHK Apartment for Sale in Andheri West Mumbai,1060 sqft,DLH The Park Residences,Ready to Move,Resale,Unfurnished,2 Covered,3,5 Cr 
1324,2 BHK Apartment for Sale in Andheri West Mumbai,900 sqft,Chitralekha HERRITAGE,Ready to Move,Resale,Furnished,1 Covered,2,2.60 Cr 
1325,3 BHK Apartment for Sale in Andheri West Mumbai,950 sqft,UK Sangfroid,Ready to Move,Resale,Unfurnished,1 Open,2,2.85 Cr 
1326,2 BHK Apartment for Sale in Andheri West Mumbai,475 sqft,Chaitanya Shreyas,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,2,1.40 Cr 
1327,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Raheja Classique,Ready to Move,Resale,Semi-Furnished,1 Covered,3,5.25 Cr 
1328,3 BHK Apartment for Sale in Andheri West Mumbai,1300 sqft,Stellar Tower,Ready to Move,Resale,Unfurnished,2 Covered,3,4 Cr 
1329,4 BHK Apartment for Sale in Andheri West Mumbai,1730 sqft,Runwal Elegante,Ready to Move,New Property,Unfurnished,2 Covered,4,6.50 Cr 
1330,3 BHK Apartment for Sale in Andheri West Mumbai,1360 sqft,Runwal Elegante,Ready to Move,Resale,Semi-Furnished,3 Covered,4,6.25 Cr 
1331,3 BHK Apartment for Sale in Andheri West Mumbai,1350 sqft,HDIL Metropolis,Ready to Move,Resale,Semi-Furnished,2 Covered,3,3.60 Cr 
1332,3 BHK Apartment for Sale in Andheri West Mumbai,1000 sqft,Vithal Kunj Apartment,Ready to Move,Resale,Unfurnished,,2,3.40 Cr 
1333,3 BHK Apartment for Sale in Andheri West Mumbai,1250 sqft,Raheja Classique,Ready to Move,Resale,Furnished,2 Covered,3,5.90 Cr 
1334,2 BHK Apartment for Sale in Andheri West Mumbai,800 sqft,Sheth 72 West,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,2.55 Cr 
1335,2 BHK Apartment for Sale in Andheri West Mumbai,630 sqft,Rustomjee Elements,Ready to Move,Resale,Unfurnished,,2,2.15 Cr 
1336,3 BHK Apartment for Sale in Andheri West Mumbai,1400 sqft,Kalpataru Yashodhan,Ready to Move,New Property,Furnished,2 Covered,3,7.50 Cr 
1337,1 BHK Apartment for Sale in Andheri West Mumbai,435 sqft,Sun Beam Aprtment,ConstructionPoss. by Dec '26,New Property,Semi-Furnished,,2,1.25 Cr 
1338,2 BHK Apartment for Sale in Andheri West Mumbai,,Atlas Skywalker CHS,Ready to Move,Resale,Furnished,1 Open,2,2.50 Cr 
1339,2 BHK Apartment for Sale in Andheri West Mumbai,503 sqft,Sunteck Gilbird CHS,Ready to Move,New Property,Unfurnished,1 Covered,2,1.38 Cr 
1340,2 BHK Apartment for Sale in Andheri West Mumbai,602 sqft,Kabra Paradise,Ready to Move,Resale,Unfurnished,1 Covered,2,2.10 Cr 
1341,1 BHK Apartment for Sale in Andheri West Mumbai,400 sqft,Purvi Apartment,Ready to Move,Resale,Furnished,1 Open,2,1.50 Cr 
1342,4 BHK Apartment for Sale in Andheri West Mumbai,3190 sqft,Raiaskaran Parthenon,Ready to Move,New Property,Unfurnished,3 Covered,5,14.83 Cr 
1343,3 BHK Apartment for Sale in Andheri West Mumbai,1100 sqft,Brook Hill CHS LTD,Ready to Move,Resale,Unfurnished,1 Open,3,3.75 Cr 
