zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
203,2 BHK Apartment for Sale in Andheri East Mumbai,,Green Woods Chkala,Ready to Move,Resale,Furnished,,2,2.29 Cr 
204,1 BHK Apartment for Sale in Andheri East Mumbai,490 sqft,Sher e Punjab Society,Ready to Move,Resale,Semi-Furnished,,2,1.35 Cr 
205,1 BHK Apartment for Sale in Andheri East Mumbai,424 sqft,,ConstructionPoss. by Dec '26,Resale,Unfurnished,,2,1.25 Cr 
206,1 BHK Apartment for Sale in Andheri East Mumbai,350 sqft,Crescent Exotica,Ready to Move,Resale,Furnished,,1,1.35 Cr 
207,1 BHK Apartment for Sale in Andheri East Mumbai,450 sqft,,Ready to Move,Resale,Semi-Furnished,,1,98 Lac 
208,3 BHK Apartment for Sale in Andheri East Mumbai,1100 sqft,VKG Krishna Residences,Ready to Move,New Property,Semi-Furnished,,3,3 Cr 
209,1 BHK Apartment for Sale in Andheri East Mumbai,225 sqft,,Ready to Move,Resale,Unfurnished,,1,46 Lac 
210,2 BHK Apartment for Sale in Andheri East Mumbai,820 sqft,,Ready to Move,Resale,Semi-Furnished,,2,2.25 Cr 
211,2 BHK Apartment for Sale in Andheri East Mumbai,,Campaz Landmark,Ready to Move,New Property,Unfurnished,,2,1.85 Cr 
212,2 BHK Apartment for Sale in Andheri East Mumbai,560 sqft,Raj Darshan Apartments,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.57 Cr 
213,2 BHK Apartment for Sale in Andheri East Mumbai,609 sqft,Crescent Solitaire,Ready to Move,Resale,Furnished,,2,2.20 Cr 
214,3 BHK Apartment for Sale in Andheri East Mumbai,1050 sqft,,Ready to Move,Resale,Semi-Furnished,1 Covered,3,4 Cr 
215,7 BHK Builder Floor for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Furnished,,2,1.55 Cr 
216,1 BHK Apartment for Sale in Andheri East Mumbai,225 sqft,Shanti Nagar,Ready to Move,Resale,Unfurnished,,1,41 Lac 
217,1 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,1.25 Cr 
218,1 BHK Apartment for Sale in Andheri East Mumbai,395 sqft,,Ready to Move,Resale,Semi-Furnished,,2,90 Lac 
219,2 BHK House for Sale in Andheri East Mumbai,627 sqft,LA Grace,ConstructionPoss. by Dec '25,Resale,Unfurnished,601 Covered,2,1.75 Cr 
220,2 BHK Apartment for Sale in Andheri East Mumbai,660 sqft,Timmy Residency,Ready to Move,New Property,Unfurnished,,2,1.50 Cr 
221,2 BHK Apartment for Sale in Andheri East Mumbai,700 sqft,Akruti Orchid Park,Ready to Move,Resale,Furnished,1 Covered,2,1.65 Cr 
222,1 BHK Apartment for Sale in Andheri East Mumbai,,shiv krupa,Ready to Move,Resale,Unfurnished,,1,40 Lac 
223,1 BHK Apartment for Sale in Andheri East Mumbai,460 sqft,,Ready to Move,Resale,Furnished,,2,1.39 Cr 
224,1 BHK House for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Unfurnished,1 Open,1,20 Lac 
225,1 BHK Apartment for Sale in Andheri East Mumbai,,Mahakali CHS,ConstructionPoss. by Jun '24,Resale,Unfurnished,,1,76.9 Lac 
226,1 BHK Apartment for Sale in Andheri East Mumbai,613 sqft,Joy Callista,Ready to Move,Resale,Unfurnished,"1 Covered,",1,1.70 Cr 
227,1 BHK Apartment for Sale in Andheri East Mumbai,,Gopeshwar Apartments,Ready to Move,Resale,Furnished,,2,1.39 Cr 
228,1 BHK Villa for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Semi-Furnished,,2,40 Lac 
229,1 BHK Apartment for Sale in Andheri East Mumbai,450 sqft,,Ready to Move,Resale,Furnished,1 Open,2,1.08 Cr 
230,1 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Unfurnished,,1,1.50 Cr 
231,1 BHK Apartment for Sale in Andheri East Mumbai,550 sqft,Akruti Orchid Park,Ready to Move,New Property,Semi-Furnished,,2,1.20 Cr 
232,2 BHK Apartment for Sale in Andheri East Mumbai,687 sqft,,Ready to Move,Resale,Unfurnished,,2,2.40 Cr 
233,1 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Semi-Furnished,,1,55 Lac 
234,1 BHK Apartment for Sale in Andheri East Mumbai,,Mahakali Darshan Apartment,Ready to Move,Resale,Semi-Furnished,1 Open,2,51 Lac 
235,1 BHK House for Sale in Andheri East Mumbai,500 sqft,,Ready to Move,Resale,Semi-Furnished,,2,40 Lac 
236,2 BHK Apartment for Sale in Andheri East Mumbai,576 sqft,,Ready to Move,Resale,Furnished,"6 Covered,",2,1.55 Cr 
237,2 BHK Apartment for Sale in Andheri East Mumbai,800 sqft,Kanakia Sevens,Ready to Move,Resale,Unfurnished,,2,2.25 Cr 
238,1 BHK Apartment for Sale in Andheri East Mumbai,228 sqft,,Ready to Move,Resale,Unfurnished,,1,45 Lac 
239,4 BHK Apartment for Sale in Andheri East Mumbai,1650 sqft,Vastu Riddhi,Ready to Move,Resale,Semi-Furnished,,3,4.53 Cr 
240,2 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Semi-Furnished,1 Open,2,1.40 Cr 
241,1 BHK Apartment for Sale in Andheri East Mumbai,280 sqft,,Ready to Move,Resale,Unfurnished,,2,45 Lac 
242,3 BHK Apartment for Sale in Andheri East Nagpur,,Shubham,Ready to Move,Resale,Unfurnished,"1 Covered,",3,1.25 Cr 
243,2 BHK Apartment for Sale in Andheri East Mumbai,802 sqft,Akruti Nova A Wing CHS L,Ready to Move,Resale,Semi-Furnished,,2,2.80 Cr 
244,1 BHK Apartment for Sale in Andheri East Mumbai,450 sqft,Lok Darshan,Ready to Move,Resale,Semi-Furnished,1 Open,2,1 Cr 
245,2 BHK Apartment for Sale in Andheri East Mumbai,845 sqft,Kanakia Sevens,Ready to Move,Resale,Unfurnished,,2,2.25 Cr 
246,2 BHK Apartment for Sale in Andheri East Mumbai,950 sqft,,Ready to Move,Resale,Furnished,1 Covered,2,4.50 Cr 
247,1 BHK Apartment for Sale in Andheri East Mumbai,,Anshuman Vaastu Shanti,Ready to Move,Resale,Furnished,,2,1.10 Cr 
248,1 BHK Apartment for Sale in Andheri East Mumbai,300 sqft,Crystal Apartment,Ready to Move,Resale,Unfurnished,,1,78 Lac 
249,1 BHK Apartment for Sale in Andheri East Mumbai,225 sqft,Dhan Laxmi,Ready to Move,Resale,Unfurnished,,1,45 Lac 
250,2 BHK Apartment for Sale in Andheri East Mumbai,650 sqft,Padma Nagar CHS,Ready to Move,Resale,Semi-Furnished,,2,2.30 Cr 
251,3 BHK Apartment for Sale in Andheri East Mumbai,720 sqft,,Ready to Move,Resale,Furnished,1 Covered,2,2.16 Cr 
252,1 BHK Apartment for Sale in Andheri East Mumbai,470 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,1,1.20 Cr 
253,4 BHK Apartment for Sale in Andheri East Mumbai,1560 sqft,Express Enclave,Ready to Move,Resale,Furnished,1 Covered,4,4.85 Cr 
254,1 BHK Apartment for Sale in Andheri East Mumbai,396 sqft,Starwing Kaatyayni Heights,Ready to Move,Resale,Semi-Furnished,,2,1.60 Cr 
255,3 BHK Apartment for Sale in Andheri East Mumbai,1250 sqft,Dsk Madhuban,Ready to Move,Resale,Furnished,"1 Covered,",3,2.10 Cr 
256,3 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Unfurnished,,2,2.40 Cr 
257,Studio Apartment for Sale in Andheri East Mumbai,350 sqft,,Ready to Move,Resale,Semi-Furnished,,2,73 Lac 
258,1 BHK Apartment for Sale in Andheri East Mumbai,,Deepak Daffodils,Ready to Move,Resale,Unfurnished,,1,1.40 Cr 
259,1 BHK Apartment for Sale in Andheri East Mumbai,225 sqft,Sukh Sagar Apartment,Ready to Move,Resale,Unfurnished,,1,46 Lac 
260,1 BHK Apartment for Sale in Andheri East Mumbai,425 sqft,,Ready to Move,Resale,Unfurnished,,2,1.20 Cr 
261,2 BHK Apartment for Sale in Andheri East Mumbai,550 sqft,,Ready to Move,Resale,Unfurnished,,2,1.90 Cr 
262,3 BHK Apartment for Sale in Andheri East Mumbai,1200 sqft,Runwal Elina,Ready to Move,Resale,Semi-Furnished,1 Covered,3,2.30 Cr 
263,1 BHK Apartment for Sale in Andheri East Mumbai,430 sqft,Sher e Punjab,Ready to Move,Resale,Furnished,,2,1.09 Cr 
264,2 BHK Apartment for Sale in Andheri East Mumbai,600 sqft,The Baya Goldspot,Ready to Move,Resale,Furnished,1 Covered,2,1.50 Cr 
265,1 BHK Apartment for Sale in Andheri East Mumbai,361 sqft,,Ready to Move,Resale,Unfurnished,,1,1.35 Cr 
266,2 BHK Penthouse for Sale in Andheri East Mumbai,1540 sqft,,Ready to Move,Resale,Unfurnished,,2,2.85 Cr 
267,1 BHK Apartment for Sale in Andheri East Mumbai,497 sqft,,Ready to Move,Resale,Semi-Furnished,1 Open,1,1.85 Cr 
268,1 BHK Apartment for Sale in Andheri East Mumbai,406 sqft,,ConstructionPoss. by Jan '24,Resale,Unfurnished,1 Covered,2,95 Lac 
269,1 BHK House for Sale in Andheri East Mumbai,425 sqft,Vahatuk Nagar CHS,Ready to Move,Resale,Semi-Furnished,2 Open,2,97 Lac 
270,2 BHK Apartment for Sale in Andheri East Mumbai,950 sqft,Kanakia Sevens,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.35 Cr 
271,3 BHK Apartment for Sale in Andheri East Mumbai,885 sqft,Joy Valencia,Ready to Move,New Property,Furnished,,3,3 Cr 
272,2 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Furnished,,2,1.30 Cr 
273,2 BHK Apartment for Sale in Andheri East Mumbai,495 sqft,,Ready to Move,New Property,Unfurnished,2 Covered,2,1.55 Cr 
274,2 BHK Apartment for Sale in Andheri East Mumbai,,Bajaj Emerald,Ready to Move,Resale,Semi-Furnished,,3,2.70 Cr 
275,1 BHK Apartment for Sale in Andheri East Mumbai,,Neel Sarovar,Ready to Move,Resale,Unfurnished,,2,1.10 Cr 
276,1 BHK Apartment for Sale in Andheri East Mumbai,448 sqft,Eco Roshni,Ready to Move,Resale,Semi-Furnished,,2,1.32 Cr 
277,1 BHK Apartment for Sale in Andheri East Mumbai,531 sqft,Nazareth Niketan,Ready to Move,Resale,Unfurnished,1 Open,2,1.60 Cr 
278,4 BHK Apartment for Sale in Andheri East Mumbai,,,Ready to Move,Resale,Semi-Furnished,2 Covered,4,3.50 Cr 
279,1 BHK Apartment for Sale in Andheri East Mumbai,436 sqft,,Ready to Move,Resale,Unfurnished,1 Open,1,1 Cr 
280,3 BHK Apartment for Sale in Andheri East Mumbai,,NG Complex,Ready to Move,Resale,Furnished,35 Open,3,2.20 Cr 
281,1 BHK Apartment for Sale in Andheri East Mumbai,412 sqft,Starwing Kaatyayni Heights,Ready to Move,New Property,Unfurnished,,2,1.50 Cr 
282,2 BHK Apartment for Sale in Andheri East Mumbai,699 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '25,New Property,Furnished,1 Covered,2,1.90 Cr 
283,2 BHK Apartment for Sale in Andheri East Mumbai,615 sqft,Romell Orbis,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,2,1.55 Cr 
284,2 BHK Apartment for Sale in Andheri East Mumbai,600 sqft,Lodha Eternis,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.52 Cr 
285,3 BHK Apartment for Sale in Andheri East Mumbai,1657 sqft,Lodha Bellissimo Andheri,ConstructionPoss. by Jun '25,New Property,Unfurnished,,3,5.67 Cr 
286,3 BHK Apartment for Sale in Andheri East Mumbai,1016 sqft,The Kollage,Ready to Move,New Property,Semi-Furnished,1 Covered,3,4.71 Cr 
287,3 BHK Apartment for Sale in Andheri East Mumbai,713 sqft,Kanakia Rainforest,Ready to Move,Resale,Unfurnished,,2,2.33 Cr 
288,3 BHK Apartment for Sale in Andheri East Mumbai,1500 sqft,Nahar Barberry and Bryony,Ready to Move,Resale,Semi-Furnished,,4,6 Cr 
289,1 BHK Apartment for Sale in Andheri East Mumbai,440 sqft,Kanakia Rainforest,Ready to Move,Resale,Unfurnished,1 Covered,2,1.35 Cr 
290,1 BHK Apartment for Sale in Andheri East Mumbai,424 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '25,New Property,Semi-Furnished,1 Covered,2,1.16 Cr 
291,3 BHK Apartment for Sale in Andheri East Mumbai,904 sqft,Vasant Blossom,ConstructionPoss. by Dec '24,New Property,Semi-Furnished,,3,2.50 Cr 
292,3 BHK Apartment for Sale in Andheri East Mumbai,1140 sqft,DLH Dream Tower,Ready to Move,Resale,Unfurnished,1 Open,3,3.25 Cr 
293,2 BHK Apartment for Sale in Andheri East Mumbai,747 sqft,Amey Apartments,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.83 Cr 
294,4 BHK Apartment for Sale in Andheri East Mumbai,1866 sqft,Vasant Oasis,Ready to Move,Resale,Furnished,2 Covered,5,5.30 Cr 
295,3 BHK Apartment for Sale in Andheri East Mumbai,1076 sqft,Kalpataru Vivant,ConstructionPoss. by Jul '26,New Property,Unfurnished,2 Covered,3,3.54 Cr 
296,2 BHK House for Sale in Andheri East Mumbai,650 sqft,Bindra Complex,Ready to Move,Resale,Unfurnished,1 Open,2,1.60 Cr 
297,2 BHK Apartment for Sale in Andheri East Mumbai,425 sqft,Pearl Heaven,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.26 Cr 
298,2 BHK Apartment for Sale in Andheri East Mumbai,665 sqft,Naman Premier,Ready to Move,New Property,Unfurnished,1 Covered,2,1.85 Cr 
299,3 BHK Apartment for Sale in Andheri East Mumbai,1321 sqft,The Kollage,Ready to Move,New Property,Semi-Furnished,2 Covered,4,5.70 Cr 
300,3 BHK Apartment for Sale in Andheri East Mumbai,990 sqft,Lilium Lantana,Ready to Move,Resale,Unfurnished,,3,3.20 Cr 
301,6 BHK Apartment for Sale in Andheri East Mumbai,1974 sqft,Oberoi Splendor,Ready to Move,Resale,Semi-Furnished,2 Covered,4,8 Cr 
302,3 BHK Apartment for Sale in Andheri East Mumbai,1062 sqft,Hillcrest,Ready to Move,New Property,Unfurnished,1 Covered,3,2.25 Cr 
303,3 BHK Apartment for Sale in Andheri East Mumbai,940 sqft,VKG Krishna Residences,ConstructionPoss. by Dec '24,New Property,Unfurnished,1 Covered,3,2.60 Cr 
304,2 BHK Apartment for Sale in Andheri East Mumbai,690 sqft,Vasant Blossom,ConstructionPoss. by Dec '23,New Property,Semi-Furnished,1 Covered,2,1.71 Cr 
305,2 BHK Apartment for Sale in Andheri East Mumbai,425 sqft,Pearl Heaven,ConstructionPoss. by Dec '25,New Property,Furnished,,2,86.3 Lac 
306,2 BHK Apartment for Sale in Andheri East Mumbai,,Kanakia Rainforest,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.20 Cr 
307,1 BHK Apartment for Sale in Andheri East Mumbai,508 sqft,Kanakia Sevens,Ready to Move,Resale,Semi-Furnished,,2,1.23 Cr 
308,1 BHK Apartment for Sale in Andheri East Mumbai,399 sqft,Pearl Heaven,ConstructionPoss. by Dec '24,New Property,Unfurnished,,2,87 Lac 
309,2 BHK Apartment for Sale in Andheri East Mumbai,613 sqft,Veda,Ready to Move,Resale,Unfurnished,,2,1.70 Cr 
310,1 BHK Apartment for Sale in Andheri East Mumbai,435 sqft,Naman Premier,Ready to Move,New Property,Unfurnished,1 Covered,2,1.16 Cr 
311,1 BHK Apartment for Sale in Andheri East Mumbai,450 sqft,Nikita Apartments,Ready to Move,Resale,Unfurnished,1 Covered,2,95 Lac 
312,2 BHK Apartment for Sale in Andheri East Mumbai,620 sqft,Satellite Park Chs,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2.05 Cr 
313,3 BHK Apartment for Sale in Andheri East Mumbai,,Oberoi Splendor,Ready to Move,Resale,Unfurnished,1 Covered,2,4.25 Cr 
314,3 BHK Apartment for Sale in Andheri East Mumbai,865 sqft,Oberoi Splendor,Ready to Move,Resale,Unfurnished,1 Covered,2,3.55 Cr 
315,2 BHK Apartment for Sale in Andheri East Mumbai,540 sqft,Vineeta Apartment,Ready to Move,New Property,Unfurnished,,2,1.80 Cr 
316,2 BHK Apartment for Sale in Andheri East Mumbai,850 sqft,Kanakia Sevens,Ready to Move,Resale,Semi-Furnished,,2,2.10 Cr 
317,3 BHK Apartment for Sale in Andheri East Mumbai,990 sqft,L&T Emerald Isle,ConstructionPoss. by Dec '24,New Property,Semi-Furnished,1 Covered,3,3.45 Cr 
318,2 BHK Apartment for Sale in Andheri East Mumbai,840 sqft,Vasant Oasis,Ready to Move,Resale,Unfurnished,1 Covered,2,2.55 Cr 
319,3 BHK Apartment for Sale in Andheri East Mumbai,1000 sqft,Kanakia Rainforest,Ready to Move,Resale,Unfurnished,,3,2.65 Cr 
320,3 BHK Apartment for Sale in Andheri East Mumbai,1060 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,2 Covered,3,3.60 Cr 
321,4 BHK Apartment for Sale in Andheri East Mumbai,1690 sqft,L&T Emerald Isle,ConstructionPoss. by Jun '25,New Property,Semi-Furnished,2 Covered,5,6.30 Cr 
322,3 BHK Apartment for Sale in Andheri East Mumbai,860 sqft,Khatyani Residency,ConstructionPoss. by Jul '23,New Property,Unfurnished,2 Covered,2,2.75 Cr 
323,2 BHK Apartment for Sale in Andheri East Mumbai,615 sqft,VKG Passcode Beverly Hills,ConstructionPoss. by Aug '24,New Property,Unfurnished,1 Covered,2,1.60 Cr 
324,3 BHK Apartment for Sale in Andheri East Mumbai,970 sqft,Oberoi Splendor,Ready to Move,Resale,Unfurnished,2 Covered,2,3.90 Cr 
325,3 BHK Apartment for Sale in Andheri East Mumbai,967 sqft,Pride,Ready to Move,New Property,Semi-Furnished,1 Covered,3,2.90 Cr 
326,2 BHK Apartment for Sale in Andheri East Mumbai,826 sqft,Nicco Residency,ConstructionPoss. by Apr '25,New Property,Unfurnished,1 Covered,2,1.90 Cr 
327,2 BHK Apartment for Sale in Andheri East Mumbai,680 sqft,Vasant Blossom,ConstructionPoss. by Dec '25,New Property,Unfurnished,,2,1.87 Cr 
328,2 BHK Apartment for Sale in Andheri East Mumbai,675 sqft,Dhan Laxmi,Ready to Move,Resale,Unfurnished,,2,1.65 Cr 
329,3 BHK Penthouse for Sale in Andheri East Mumbai,3500 sqft,Mayfair Meridian,Ready to Move,Resale,Unfurnished,2 Covered,5,14 Cr 
330,3 BHK Apartment for Sale in Andheri East Mumbai,863 sqft,Oberoi Splendor,Ready to Move,Resale,Semi-Furnished,2 Covered,2,3.80 Cr 
331,3 BHK Apartment for Sale in Andheri East Mumbai,913 sqft,Kalpataru Vivant,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,3,2.80 Cr 
332,3 BHK Apartment for Sale in Andheri East Mumbai,950 sqft,Oberoi Splendor,Ready to Move,Resale,Semi-Furnished,,2,4.05 Cr 
333,1 BHK Apartment for Sale in Andheri East Mumbai,550 sqft,Atul Trans Apartment,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
334,3 BHK Apartment for Sale in Andheri East Mumbai,1120 sqft,The Gateway,Ready to Move,Resale,Unfurnished,2 Covered,3,3.50 Cr 
335,4 BHK Apartment for Sale in Andheri East Mumbai,1714 sqft,Oberoi Prisma,Ready to Move,Resale,Semi-Furnished,2 Covered,4,7 Cr 
336,1 BHK Apartment for Sale in Andheri East Mumbai,435 sqft,Udyan Complex,Ready to Move,Resale,Furnished,50 Open,2,1.10 Cr 
337,2 BHK Apartment for Sale in Andheri East Mumbai,860 sqft,Puri SeleQt,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,2.40 Cr 
338,2 BHK Apartment for Sale in Andheri East Mumbai,800 sqft,Vasant Oasis,Ready to Move,Resale,Unfurnished,2 Covered,2,2.65 Cr 
339,2 BHK Apartment for Sale in Andheri East Mumbai,618 sqft,Kalpataru Vivant,ConstructionPoss. by Dec '26,New Property,Unfurnished,1 Covered,2,2.18 Cr 
340,1 BHK Apartment for Sale in Andheri East Mumbai,508 sqft,Kanakia Sevens,Ready to Move,New Property,Unfurnished,,2,1.19 Cr 
341,2 BHK Apartment for Sale in Andheri East Mumbai,700 sqft,Blue Meadows,Ready to Move,Resale,Unfurnished,1 Open,2,2.15 Cr 
342,1 BHK Apartment for Sale in Andheri East Mumbai,325 sqft,Mahakali CHS,ConstructionPoss. by Jun '24,New Property,Unfurnished,"1 Covered,",2,68.5 Lac 
343,2 BHK Apartment for Sale in Andheri East Mumbai,726 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,1 Covered,2,2.65 Cr 
344,3 BHK Apartment for Sale in Andheri East Mumbai,745 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '25,New Property,Unfurnished,,3,2.20 Cr 
345,3 BHK Apartment for Sale in Andheri East Mumbai,840 sqft,Starwing Kaatyayni Heights,Ready to Move,New Property,Unfurnished,1 Covered,3,2.80 Cr 
346,2 BHK Apartment for Sale in Andheri East Mumbai,740 sqft,Kalpataru Vivant,ConstructionPoss. by Mar '26,New Property,Unfurnished,1 Covered,3,2.30 Cr 
347,3 BHK Apartment for Sale in Andheri East Mumbai,1065 sqft,Gurnani Palms,Ready to Move,New Property,Unfurnished,2 Covered,3,3.65 Cr 
348,1 BHK House for Sale in Andheri East Mumbai,275 sqft,Crescent Landmark,Ready to Move,Resale,Semi-Furnished,1 Covered,1,95 Lac 
349,2 BHK Apartment for Sale in Andheri East Mumbai,640 sqft,MK Gracia,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,2.05 Cr 
350,2 BHK Apartment for Sale in Andheri East Mumbai,635 sqft,Deepak Daffodils,Ready to Move,Resale,Unfurnished,2 Covered,2,1.49 Cr 
351,4 BHK Apartment for Sale in Andheri East Mumbai,1418 sqft,Oberoi Prisma,Ready to Move,Resale,Semi-Furnished,4 Covered,6,7.30 Cr 
352,1 BHK Apartment for Sale in Andheri East Mumbai,590 sqft,Kanakia Sevens,Ready to Move,Resale,Unfurnished,,2,1.39 Cr 
353,2 BHK Apartment for Sale in Andheri East Mumbai,615 sqft,VKG Passcode Beverly Hills,ConstructionPoss. by Aug '23,New Property,Unfurnished,1 Covered,2,1.40 Cr 
354,2 BHK Apartment for Sale in Andheri East Mumbai,681 sqft,Kanakia Rainforest,Ready to Move,Resale,Semi-Furnished,1 Covered,2,1.82 Cr 
355,2 BHK Apartment for Sale in Andheri East Mumbai,850 sqft,Hillcrest,Ready to Move,New Property,Unfurnished,,2,1.71 Cr 
356,3 BHK Apartment for Sale in Andheri East Mumbai,889 sqft,Oberoi Splendor,Ready to Move,Resale,Semi-Furnished,1 Covered,2,3.75 Cr 
357,3 BHK Apartment for Sale in Andheri East Mumbai,1076 sqft,Kalpataru Vivant,ConstructionPoss. by Dec '27,New Property,Unfurnished,1 Covered,3,3.18 Cr 
358,1 BHK Apartment for Sale in Andheri East Mumbai,424 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '24,New Property,Unfurnished,1 Covered,2,99.3 Lac 
359,2 BHK Apartment for Sale in Andheri East Mumbai,615 sqft,Romell Orbis,ConstructionPoss. by Dec '24,New Property,Semi-Furnished,"1 Covered,",2,1.49 Cr 
360,2 BHK Apartment for Sale in Andheri East Mumbai,572 sqft,Aspire,ConstructionPoss. by Dec '24,New Property,Unfurnished,1 Covered,2,99 Lac 
361,2 BHK Apartment for Sale in Andheri East Mumbai,464 sqft,Pearl Heaven,ConstructionPoss. by Dec '24,New Property,Semi-Furnished,"1 Covered,",2,97 Lac 
362,2 BHK Apartment for Sale in Andheri East Mumbai,720 sqft,Vikas Towers,Ready to Move,Resale,Semi-Furnished,1 Covered,2,2 Cr 
363,1 BHK Apartment for Sale in Andheri East Mumbai,424 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '24,New Property,Furnished,1 Covered,2,1.16 Cr 
364,3 BHK Apartment for Sale in Andheri East Mumbai,900 sqft,Aventa Palazzio,Ready to Move,Resale,Unfurnished,1 Covered,3,1.95 Cr 
365,2 BHK Apartment for Sale in Andheri East Mumbai,823 sqft,Greenery VKG Estate,Ready to Move,New Property,Unfurnished,,2,2.78 Cr 
366,2 BHK Apartment for Sale in Andheri East Mumbai,810 sqft,Amey Apartments,ConstructionPoss. by Dec '25,New Property,Semi-Furnished,1 Covered,2,2.80 Cr 
367,1 BHK Apartment for Sale in Andheri East Mumbai,424 sqft,Passcode Mumbai Wants To Know,ConstructionPoss. by Dec '26,New Property,Furnished,1 Covered,2,1.20 Cr 
368,3 BHK Apartment for Sale in Andheri East Mumbai,1600 sqft,Nahar Barberry and Bryony,Ready to Move,Resale,Unfurnished,2 Covered,3,6.25 Cr 
369,2 BHK Apartment for Sale in Andheri East Mumbai,720 sqft,Vasant Blossom,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.82 Cr 
